User ID,Umur,Jenis Kelamin,Lokasi Jemputan,Lokasi Tujuan,Jenis Transportasi Umum,Jumlah Harga
U-4295,33,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4296,35,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 8.000
U-4297,32,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 14.000
U-4298,33,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 12.000
U-4299,52,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 5.000
U-4300,19,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4301,53,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 18.000
U-4302,30,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 8.000
U-4303,62,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 5.000
U-4304,38,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 18.000
U-4305,48,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 8.000
U-4306,54,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 8.000
U-4307,61,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 12.000
U-4308,31,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 12.000
U-4309,36,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 14.000
U-4310,56,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 8.000
U-4311,58,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 5.000
U-4312,45,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 8.000
U-4313,52,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 18.000
U-4314,21,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 10.000
U-4315,18,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 14.000
U-4316,53,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 5.000
U-4317,42,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 8.000
U-4318,45,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 12.000
U-4319,63,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 12.000
U-4320,44,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 12.000
U-4321,57,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 18.000
U-4322,39,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 14.000
U-4323,36,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 10.000
U-4324,52,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 18.000
U-4325,37,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 8.000
U-4326,45,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 12.000
U-4327,57,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 12.000
U-4328,55,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 8.000
U-4329,35,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 8.000
U-4330,61,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 12.000
U-4331,65,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 8.000
U-4332,18,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4333,58,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 14.000
U-4334,21,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 18.000
U-4335,51,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 5.000
U-4336,26,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 12.000
U-4337,61,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 18.000
U-4338,38,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 10.000
U-4339,47,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 5.000
U-4340,28,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 10.000
U-4341,27,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 12.000
U-4342,45,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 18.000
U-4343,47,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 5.000
U-4344,48,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 8.000
U-4345,53,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 14.000
U-4346,57,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 12.000
U-4347,36,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 14.000
U-4348,31,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4349,44,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 12.000
U-4350,38,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 12.000
U-4351,62,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 12.000
U-4352,63,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 18.000
U-4353,19,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4354,26,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4355,53,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 5.000
U-4356,59,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 10.000
U-4357,38,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 18.000
U-4358,28,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 8.000
U-4359,45,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 10.000
U-4360,43,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 18.000
U-4361,58,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 14.000
U-4362,57,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 12.000
U-4363,48,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 10.000
U-4364,27,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 14.000
U-4365,40,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 18.000
U-4366,65,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 10.000
U-4367,28,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 12.000
U-4368,40,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 10.000
U-4369,29,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 10.000
U-4370,54,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 5.000
U-4371,54,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 10.000
U-4372,48,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4373,47,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 14.000
U-4374,42,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 14.000
U-4375,46,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 10.000
U-4376,56,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 10.000
U-4377,59,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 10.000
U-4378,64,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 5.000
U-4379,34,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 14.000
U-4380,60,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 5.000
U-4381,47,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 12.000
U-4382,48,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 5.000
U-4383,34,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 12.000
U-4384,22,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 5.000
U-4385,35,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4386,27,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 5.000
U-4387,32,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 10.000
U-4388,45,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 12.000
U-4389,52,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 8.000
U-4390,61,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 5.000
U-4391,28,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 14.000
U-4392,41,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 5.000
U-4393,33,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 18.000
U-4394,44,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 8.000
U-4395,24,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 8.000
U-4396,26,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 12.000
U-4397,19,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 14.000
U-4398,40,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 12.000
U-4399,43,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4400,62,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 14.000
U-4401,27,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 12.000
U-4402,42,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 5.000
U-4403,54,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 12.000
U-4404,54,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4405,22,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 18.000
U-4406,20,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 10.000
U-4407,51,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 5.000
U-4408,30,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 5.000
U-4409,28,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 18.000
U-4410,33,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 12.000
U-4411,51,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 12.000
U-4412,34,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4413,62,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 10.000
U-4414,51,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 14.000
U-4415,44,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 12.000
U-4416,55,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 14.000
U-4417,39,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4418,29,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 12.000
U-4419,59,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 5.000
U-4420,60,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 14.000
U-4421,53,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 5.000
U-4422,50,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 18.000
U-4423,59,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 10.000
U-4424,42,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 8.000
U-4425,55,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 10.000
U-4426,23,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 8.000
U-4427,23,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 8.000
U-4428,24,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 18.000
U-4429,51,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 18.000
U-4430,37,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 10.000
U-4431,27,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 5.000
U-4432,53,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 14.000
U-4433,52,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 8.000
U-4434,65,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 8.000
U-4435,45,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 5.000
U-4436,50,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 8.000
U-4437,27,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 12.000
U-4438,55,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 10.000
U-4439,33,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 12.000
U-4440,45,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 8.000
U-4441,42,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 18.000
U-4442,36,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 10.000
U-4443,54,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 14.000
U-4444,23,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 8.000
U-4445,39,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 18.000
U-4446,34,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 10.000
U-4447,60,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 18.000
U-4448,51,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 12.000
U-4449,30,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 18.000
U-4450,26,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 12.000
U-4451,41,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 12.000
